gps,is_promoted,hash,title,brand,address,category,rating,description,img,img_big,no_image,phone,email,facebook,url,count_reviews,photos
"{""latitude"":9.634565,""longitude"":105.951076}",,2560417674602100,Khách sạn Ngọc Sương,,"Km 2127, Quốc lộ 1A, Xã An Hiệp, H. Châu Thành, T. Sóc Trăng",Khách sạn và chỗ ở,0,,//poipic3.coccoc.com/80x80/poi/previews/20130807/p1_137586006286597340e51558fd1c0ca01109454f4ee097.jpg,//poipic3.coccoc.com/1000x750/poi/previews/20130807/p1_137586006286597340e51558fd1c0ca01109454f4ee097.jpg,,,,,,0,[]
"{""latitude"":9.99763916667,""longitude"":105.084529167}",,2133476178417913,Hotel Linda,,"210, Nguyễn An Ninh, P. Vĩnh Lạc, Thành phố Rạch Giá, T. Kiên Giang",Khách sạn và chỗ ở,0,,//poipic.coccoc.com/80x80/poi/previews/20120924/p1_1348455664218412d0466cb8c1582a80bf88c14e1579ba.jpg,//poipic.coccoc.com/1000x750/poi/previews/20120924/p1_1348455664218412d0466cb8c1582a80bf88c14e1579ba.jpg,,,,,,0,[]
"{""latitude"":9.9983675,""longitude"":105.084209722}",,3871876435417910,Hotel Kim Phượng,,"B8 lô 39, Đường 3/2, P. Vĩnh Bảo, Thành phố Rạch Giá, T. Kiên Giang",Khách sạn và chỗ ở,0,,//poipic4.coccoc.com/80x80/poi/previews/20120924/p1_1348455664170692965556db2286f007309d333d5c3b10.jpg,//poipic4.coccoc.com/1000x750/poi/previews/20120924/p1_1348455664170692965556db2286f007309d333d5c3b10.jpg,,(84-77) 3 250 777; (84-77) 3 250 488,,,,0,[]
"{""latitude"":9.999006,""longitude"":105.084496}",,3061447441581132,Pansy Hotel,,"Lương Nhữ Học, P. Vĩnh Bảo, Thành phố Rạch Giá, T. Kiên Giang",Khách sạn và chỗ ở,0,,//poipic1.coccoc.com/80x80/poi/previews/6.png,//poipic5.coccoc.com/1000x750/poi/previews/6.png,1,,,,,0,[]
"{""latitude"":9.99805277778,""longitude"":105.085775833}",,3144407391417967,Cali hotel,,"Nguyễn An Ninh, P. Vĩnh Lạc, Thành phố Rạch Giá, T. Kiên Giang",Khách sạn và chỗ ở,0,,//poipic2.coccoc.com/80x80/poi/previews/20120924/p1_134845566494672cae121d5fc6ac02d74a37bdb97a78b9.jpg,//poipic4.coccoc.com/1000x750/poi/previews/20120924/p1_134845566494672cae121d5fc6ac02d74a37bdb97a78b9.jpg,,(84-77) 3 924 151,,,,0,[]
"{""latitude"":9.99716166667,""longitude"":105.088265}",,3424312133417708,Nhà nghỉ Huỳnh Loan,,"249, Lâm Quang Ky, P. Vĩnh Lạc, Thành phố Rạch Giá, T. Kiên Giang",Khách sạn và chỗ ở,0,,//poipic5.coccoc.com/80x80/poi/previews/20120924/p1_13484547104653ae1f230eeadaaea5bb494b536aa453aa.jpg,//poipic6.coccoc.com/1000x750/poi/previews/20120924/p1_13484547104653ae1f230eeadaaea5bb494b536aa453aa.jpg,,(84-77) 3 946 249,,,,0,[]
"{""latitude"":9.99743555556,""longitude"":105.092654722}",,1587667034417564,Nhà nghỉ Trường Thành,,"71-72, Lạc Hồng, P. Vĩnh Lạc, Thành phố Rạch Giá, T. Kiên Giang",Khách sạn và chỗ ở,0,,//poipic6.coccoc.com/80x80/poi/previews/20120924/p1_13484547087902c4591e56d9d3b9df183c3037d5b0e6e3.jpg,//poipic1.coccoc.com/1000x750/poi/previews/20120924/p1_13484547087902c4591e56d9d3b9df183c3037d5b0e6e3.jpg,,(84-77) 3 923 236,,,,0,[]
"{""latitude"":9.99651916667,""longitude"":105.091433611}",,2967295147417557,Khách sạn Dương Gia,,"48-50, Lạc Hồng, P. Vĩnh Lạc, Thành phố Rạch Giá, T. Kiên Giang",Khách sạn và chỗ ở,0,,//poipic4.coccoc.com/80x80/poi/previews/20120924/p1_13484547087316beb44f53f8aeabe56ee5cc712688daaa.jpg,//poipic6.coccoc.com/1000x750/poi/previews/20120924/p1_13484547087316beb44f53f8aeabe56ee5cc712688daaa.jpg,,,,,,0,[]
"{""latitude"":9.99640666667,""longitude"":105.087389722}",,3516099789416873,Khách sạn Phú Hữu,,"Lô 31-32-33, C4, Phạm Hùng, P. Vĩnh Lạc, Thành phố Rạch Giá, T. Kiên Giang",Khách sạn và chỗ ở,0,,//poipic1.coccoc.com/80x80/poi/previews/20120924/p1_13484535014277da89035cbafe7eae2e8531c2bd6369fc.jpg,//poipic3.coccoc.com/1000x750/poi/previews/20120924/p1_13484535014277da89035cbafe7eae2e8531c2bd6369fc.jpg,,(84-77) 3 944 119,,,,0,[]
"{""latitude"":9.99760305556,""longitude"":105.086909722}",,2828630054416869,Phòng trọ Thúy Vy,,"C4 lô 4-5, Phạm Hùng, P. Vĩnh Lạc, Thành phố Rạch Giá, T. Kiên Giang",Khách sạn và chỗ ở,0,,//poipic1.coccoc.com/80x80/poi/previews/20120924/p1_1348453501406243c533b823c13d24f5bed48de286d0e8.jpg,//poipic1.coccoc.com/1000x750/poi/previews/20120924/p1_1348453501406243c533b823c13d24f5bed48de286d0e8.jpg,,(84-77) 3 941 233; (84-91) 9 731 834,,,,0,[]
"{""latitude"":9.998256,""longitude"":105.085538}",,2802785305575089,Nhật Quỳnh hotel 1,,"50, Nguyễn Quang Bích, P. Vĩnh Bảo, Thành phố Rạch Giá, T. Kiên Giang",Khách sạn và chỗ ở,0,,//poipic1.coccoc.com/80x80/poi/previews/6.png,//poipic5.coccoc.com/1000x750/poi/previews/6.png,1,(84-77) 3 960 204; (84-93) 9 292 696,,,,0,[]
"{""latitude"":9.998344,""longitude"":105.086008}",,504352367575074,Nhật Quỳnh hotel 2,,"16-17-18, Học Lạc, P. Vĩnh Bảo, Thành phố Rạch Giá, T. Kiên Giang",Khách sạn và chỗ ở,0,,//poipic1.coccoc.com/80x80/poi/previews/6.png,//poipic5.coccoc.com/1000x750/poi/previews/6.png,1,(84-77) 3 777 699; (84-90) 3 711 666,,,,0,[]
"{""latitude"":9.99777388889,""longitude"":105.093295833}",,1421570717417568,Nhà nghỉ Trúc Quỳnh,,"90, Lạc Hồng, P. Vĩnh Lạc, Thành phố Rạch Giá, T. Kiên Giang",Khách sạn và chỗ ở,0,,//poipic2.coccoc.com/80x80/poi/previews/20120924/p1_13484547088110aacc97198324540d1ecb9ad9e86cecf.jpg,//poipic5.coccoc.com/1000x750/poi/previews/20120924/p1_13484547088110aacc97198324540d1ecb9ad9e86cecf.jpg,,(84-77) 3 867 698,,,,0,[]
"{""latitude"":9.997084,""longitude"":105.095901}",,3644512264583141,Khách sạn Kim Cương,,"95, Nguyễn Trung Trực, P. Vĩnh Bảo, Thành phố Rạch Giá, T. Kiên Giang",Khách sạn và chỗ ở,0,,//poipic1.coccoc.com/80x80/poi/previews/6.png,//poipic5.coccoc.com/1000x750/poi/previews/6.png,1,(84-77) 3 923 555,,,,0,[]
"{""latitude"":9.26928027778,""longitude"":105.72956}",,183842634453885,Nhà trọ Phương Mai,,"Cao Văn Lầu, P. 2, Thành phố Bạc Liêu, T. Bạc Liêu",Khách sạn và chỗ ở,0,,//poipic4.coccoc.com/80x80/poi/previews/20121008/p1_13496913624661e2a94e5e9829c9dea39d5dd9d5eee194.jpg,//poipic3.coccoc.com/1000x750/poi/previews/20121008/p1_13496913624661e2a94e5e9829c9dea39d5dd9d5eee194.jpg,,,,,,0,[]
