gps,is_promoted,hash,title,brand,address,category,rating,description,img,img_big,no_image,phone,email,facebook,url,count_reviews,photos
"{""latitude"":14.73823929,""longitude"":109.03075409}",,15689006631672435,Uốn tóc Mỹ Tiền,,"Quốc lộ 1A, Xã Phổ Khánh, H. Đức Phổ, T. Quảng Ngãi",Làm đẹp,0,,//poipic5.coccoc.com/80x80/poi/previews/20180831/26080-8368f3649745cafbe63bdb78a5610c9b.jpg,//poipic3.coccoc.com/1000x750/poi/previews/20180831/26080-8368f3649745cafbe63bdb78a5610c9b.jpg,,,,,,0,[]
"{""latitude"":14.74010944,""longitude"":109.02998352}",,39326703891672436,Bi-a Đức Vũ,,"Quốc lộ 1A, Xã Phổ Khánh, H. Đức Phổ, T. Quảng Ngãi",Thể thao,0,,//poipic2.coccoc.com/80x80/poi/previews/20180831/26080-72959a31913b5ee934b045f2d0076698.jpg,//poipic3.coccoc.com/1000x750/poi/previews/20180831/26080-72959a31913b5ee934b045f2d0076698.jpg,,,,,,0,[]
"{""latitude"":14.73973274,""longitude"":109.02996826}",,25597824531671807,Đại lý internet,,"Quốc lộ 1A, Xã Phổ Khánh, H. Đức Phổ, T. Quảng Ngãi",Giải trí,0,,//poipic5.coccoc.com/80x80/poi/previews/20180830/26029-4f2abd6457e4b65c5969e5a1bbb241fd.jpg,//poipic.coccoc.com/1000x750/poi/previews/20180830/26029-4f2abd6457e4b65c5969e5a1bbb241fd.jpg,,,,,,0,[]
"{""latitude"":14.74422359,""longitude"":109.02825165}",,22903903801672566,Hớt tóc nam Hoài Ảnh,,"Quốc lộ 1A, Xã Phổ Khánh, H. Đức Phổ, T. Quảng Ngãi",Làm đẹp,0,,//poipic6.coccoc.com/80x80/poi/previews/20180904/26080-6dc17afee14180c9355a5d47f7b9c6c8.jpg,//poipic6.coccoc.com/1000x750/poi/previews/20180904/26080-6dc17afee14180c9355a5d47f7b9c6c8.jpg,,,,,,0,[]
"{""latitude"":14.74183559,""longitude"":109.02911377}",,27582238201671798,Đại lý internet Hữu Phước,,"Quốc lộ 1A, Xã Phổ Khánh, H. Đức Phổ, T. Quảng Ngãi",Giải trí,0,,//poipic.coccoc.com/80x80/poi/previews/20180830/26029-fa2127359c075f9a5c957629832938ab.jpg,//poipic5.coccoc.com/1000x750/poi/previews/20180830/26029-fa2127359c075f9a5c957629832938ab.jpg,,,,,,0,[]
"{""latitude"":14.74272346,""longitude"":109.03486633}",,25470444181672642,Cắt tóc Văn Mạnh,,"Xã Phổ Khánh, H. Đức Phổ, T. Quảng Ngãi",Làm đẹp,0,,//poipic6.coccoc.com/80x80/poi/previews/20180904/26080-05d6cd1ff87f35f711c14403c527b570.jpg,//poipic4.coccoc.com/1000x750/poi/previews/20180904/26080-05d6cd1ff87f35f711c14403c527b570.jpg,,,,,,0,[]
"{""latitude"":14.74699688,""longitude"":109.02449799}",,31108638801672790,Hớt tóc nam Thành Phước,,"Quốc lộ 1A, Xã Phổ Khánh, H. Đức Phổ, T. Quảng Ngãi",Làm đẹp,0,,//poipic2.coccoc.com/80x80/poi/previews/20180904/26081-acad0700e74f15f0afa3ed8cd15d51bc.jpg,//poipic.coccoc.com/1000x750/poi/previews/20180904/26081-acad0700e74f15f0afa3ed8cd15d51bc.jpg,,,,,,0,[]
"{""latitude"":14.74575233,""longitude"":109.02654266}",,40226353941672671,Uốn tóc Bích Phương,,"Thôn Trung Sơn, Xã Phổ Khánh, H. Đức Phổ, T. Quảng Ngãi",Làm đẹp,0,,//poipic5.coccoc.com/80x80/poi/previews/20180904/26082-429cc95660f57691d6c741795c1c7c96.jpg,//poipic3.coccoc.com/1000x750/poi/previews/20180904/26082-429cc95660f57691d6c741795c1c7c96.jpg,,,,,,0,[]
"{""latitude"":14.74562836,""longitude"":109.02674103}",,11034510201672664,Đại lý internet Hải Thoại,,"Thôn Trung Sơn, Xã Phổ Khánh, H. Đức Phổ, T. Quảng Ngãi",Giải trí,0,,//poipic1.coccoc.com/80x80/poi/previews/20180904/26082-0b3b5582a4ad7fede5421f0a086ab601.jpg,//poipic3.coccoc.com/1000x750/poi/previews/20180904/26082-0b3b5582a4ad7fede5421f0a086ab601.jpg,,,,,,0,[]
"{""latitude"":14.74444294,""longitude"":109.02947235}",,30899442341672614,Hớt tóc Thành Lý,,"Xã Phổ Khánh, H. Đức Phổ, T. Quảng Ngãi",Làm đẹp,0,,//poipic2.coccoc.com/80x80/poi/previews/20180904/26080-ca039372f8f0080cac501a3de4535455.jpg,//poipic2.coccoc.com/1000x750/poi/previews/20180904/26080-ca039372f8f0080cac501a3de4535455.jpg,,,,,,0,[]
"{""latitude"":14.74465561,""longitude"":109.02872467}",,29331139991672600,Cửa hàng Yến Thanh,,"Xã Phổ Khánh, H. Đức Phổ, T. Quảng Ngãi",Làm đẹp,0,,//poipic4.coccoc.com/80x80/poi/previews/20180904/26080-dd876500f0f3da5b0e14ce5d30d44788.jpg,//poipic5.coccoc.com/1000x750/poi/previews/20180904/26080-dd876500f0f3da5b0e14ce5d30d44788.jpg,,,,,,0,[]
"{""latitude"":14.74508381,""longitude"":109.02728271}",,38838666561671584,Cắt tóc Phú Minh,,"Thôn Trung Sơn, Xã Phổ Khánh, H. Đức Phổ, T. Quảng Ngãi",Làm đẹp,0,,//poipic.coccoc.com/80x80/poi/previews/20180830/26029-91c6edb7691735eaaf5ebde8f16aa980.jpg,//poipic5.coccoc.com/1000x750/poi/previews/20180830/26029-91c6edb7691735eaaf5ebde8f16aa980.jpg,,,,,,0,[]
"{""latitude"":14.143936,""longitude"":108.601755}",,3980867715569232,ATM ABBank,ABBank,"40, Trần Hưng Đạo, Tt. KBang, H. KBang, T. Gia Lai",Các cây ATM,0,,//poipic2.coccoc.com/80x80/poi/previews/20.png,//poipic2.coccoc.com/1000x750/poi/previews/20.png,1,(84-8) 38 365 365; 1900 571 581,info@abbank.vn,http://facebook.com/abbank.fp,http://abbank.vn/,0,[]
"{""latitude"":14.144511,""longitude"":108.599354}",,2284104089550657,ATM Agribank,Agribank,"35, Võ Thị Sáu, Tt. KBang, H. KBang, T. Gia Lai",Các cây ATM,0,,//poipic2.coccoc.com/80x80/poi/previews/20.png,//poipic2.coccoc.com/1000x750/poi/previews/20.png,1,(84-4) 38 313 717; 1900 558 818,,http://facebook.com/Agribank.VN,http://agribank.com.vn/,0,[]
"{""latitude"":14.143957,""longitude"":108.601744}",,1430393216569147,Phòng giao dịch Kbang - Ngân hàng An Bình,ABBank,"40, Trần Hưng Đạo, Tt. KBang, H. KBang, T. Gia Lai",Tài chính,0,,//poipic.coccoc.com/80x80/poi/previews/17.png,//poipic5.coccoc.com/1000x750/poi/previews/17.png,1,(84-59) 3 880 999,,,http://abbank.vn/,0,[]
"{""latitude"":13.547177,""longitude"":108.099734}",,3614182764568495,ATM Agribank,Agribank,"Trần Hưng Đạo, Tt. Nhơn Hòa, H. Chư Pưh, T. Gia Lai",Các cây ATM,0,,//poipic2.coccoc.com/80x80/poi/previews/20.png,//poipic2.coccoc.com/1000x750/poi/previews/20.png,1,(84-4) 38 313 717; 1900 558 818,,http://facebook.com/Agribank.VN,http://agribank.com.vn/,0,[]
"{""latitude"":13.547941,""longitude"":108.099289}",,3851494211568938,Phòng giao dịch Chư Pưh - Ngân hàng VietinBank,VietinBank,"Tt. Nhơn Hòa, H. Chư Pưh, T. Gia Lai",Tài chính,0,,//poipic.coccoc.com/80x80/poi/previews/17.png,//poipic5.coccoc.com/1000x750/poi/previews/17.png,1,(84-59) 3 850 479,,,http://vietinbank.vn/,0,[]
"{""latitude"":14.75595856,""longitude"":109.00398254}",,19074728701672483,Hớt tóc nam Tính,,"Thôn Nga Mân, Quốc lộ 1A, Xã Phổ Cường, H. Đức Phổ, T. Quảng Ngãi",Làm đẹp,0,,//poipic1.coccoc.com/80x80/poi/previews/20180904/26037-d6851136fba960cfdad55e09f4638937.jpg,//poipic3.coccoc.com/1000x750/poi/previews/20180904/26037-d6851136fba960cfdad55e09f4638937.jpg,,(84-97) 8 107 708,,,,0,[]
"{""latitude"":14.75623989,""longitude"":109.00350189}",,33777227221512175,Beauty salon Huy Cường,,"Thôn Nga Mân, Quốc lộ 1A, Xã Phổ Cường, H. Đức Phổ, T. Quảng Ngãi",Làm đẹp,0,,//poipic.coccoc.com/80x80/poi/previews/20180904/26037-9d4ebe047f39d8a56182082fea93246c.jpg,//poipic2.coccoc.com/1000x750/poi/previews/20180904/26037-9d4ebe047f39d8a56182082fea93246c.jpg,,(84-97) 6 955 709,,,,0,[]
"{""latitude"":14.1616030556,""longitude"":109.047111111}",,1898502365530161,ATM MB,MB,"Quang Trung, Tt. Phù Mỹ, H. Phù Mỹ, T. Bình Định",Các cây ATM,0,,//poipic3.coccoc.com/80x80/poi/previews/20121123/p1_13536562227149d961e0c1f4ab6dda2c0e6b728603d69c.jpg,//poipic.coccoc.com/1000x750/poi/previews/20121123/p1_13536562227149d961e0c1f4ab6dda2c0e6b728603d69c.jpg,,1900 545 426,,,http://mbbank.com.vn/,0,[]
