gps,is_promoted,hash,title,brand,address,category,rating,description,img,img_big,no_image,phone,email,facebook,url,count_reviews,photos
"{""latitude"":14.74432659,""longitude"":109.03002167}",,5715175721672612,Trạm y tế xã Phổ Khánh,,"Thôn Trung Sơn, Xã Phổ Khánh, H. Đức Phổ, T. Quảng Ngãi",Sức khỏe,0,,//poipic5.coccoc.com/80x80/poi/previews/20180904/26082-3c11593cbbd035ade2c820b04e77b1c9.jpg,//poipic1.coccoc.com/1000x750/poi/previews/20180904/26082-3c11593cbbd035ade2c820b04e77b1c9.jpg,,,,,,0,[]
"{""latitude"":13.5376152001,""longitude"":108.276400566}",,24581327831605686,Nhà nghỉ Phú Hải,,"Quốc lộ 25, Xã Ia Ake, H. Phú Thiện, T. Gia Lai",Khách sạn và chỗ ở,0,,//poipic1.coccoc.com/80x80/poi/previews/6.png,//poipic5.coccoc.com/1000x750/poi/previews/6.png,1,,,,,0,[]
"{""latitude"":14.75751877,""longitude"":109.0016861}",,20470367731672879,Motel Tường Vy,,"Thôn Thủy Thạch, Quốc lộ 1A, Xã Phổ Cường, H. Đức Phổ, T. Quảng Ngãi",Khách sạn và chỗ ở,0,,//poipic2.coccoc.com/80x80/poi/previews/20180904/26081-b41173f744040c5cfab8192e44bc8583.jpg,//poipic3.coccoc.com/1000x750/poi/previews/20180904/26081-b41173f744040c5cfab8192e44bc8583.jpg,,(84-255) 3 971 224,,,,0,[]
"{""latitude"":14.75806046,""longitude"":109.00049591}",,26552564451672479,Nhà nghỉ 2009,,"Thôn Nga Mân, Quốc lộ 1A, Xã Phổ Cường, H. Đức Phổ, T. Quảng Ngãi",Khách sạn và chỗ ở,0,,//poipic4.coccoc.com/80x80/poi/previews/20180904/26037-6998cd43970efead8f0d1dc0ce7f3941.jpg,//poipic2.coccoc.com/1000x750/poi/previews/20180904/26037-6998cd43970efead8f0d1dc0ce7f3941.jpg,,(84-168) 3 660 508,,,,0,[]
"{""latitude"":14.76039982,""longitude"":108.99674988}",,22079701421512127,Bệnh xá Đặng Thùy Trâm,,"Thôn Nga Mân, Quốc lộ 1A, Xã Phổ Cường, H. Đức Phổ, T. Quảng Ngãi",Sức khỏe,0,,//poipic1.coccoc.com/80x80/poi/previews/20180904/26037-28046944f01d71d94999ff4fcd897241.jpg,//poipic4.coccoc.com/1000x750/poi/previews/20180904/26037-28046944f01d71d94999ff4fcd897241.jpg,,,,,,0,[]
"{""latitude"":14.16228,""longitude"":109.1284}",,2211401201993940,Nhà nghỉ Đồng Quê,,"Xã Mỹ Chánh, H. Phù Mỹ, T. Bình Định",Khách sạn và chỗ ở,0,,//poipic1.coccoc.com/80x80/poi/previews/6.png,//poipic5.coccoc.com/1000x750/poi/previews/6.png,1,,,,,0,[]
"{""latitude"":14.7948103,""longitude"":108.96350098}",,19003008771513214,Trạm y tế xã Phổ Hòa,,"Phạm Xuân Hòa, Xã Phổ Hòa, H. Đức Phổ, T. Quảng Ngãi",Sức khỏe,0,,//poipic2.coccoc.com/80x80/poi/previews/20180904/26068-bfdce95054d66ff2ea5ea38de7f72ca5.jpg,//poipic6.coccoc.com/1000x750/poi/previews/20180904/26068-bfdce95054d66ff2ea5ea38de7f72ca5.jpg,,,,,,0,[]
"{""latitude"":14.80709934,""longitude"":108.95493317}",,4331646891584909,Y sĩ phụ sản Hồng Hoa,,"54, Bùi Thị Xuân, Tt. Đức Phổ, H. Đức Phổ, T. Quảng Ngãi",Sức khỏe,0,,//poipic4.coccoc.com/80x80/poi/previews/20180905/26078-d94a608e4be442ebe0a0d25039adb7f9.jpg,//poipic2.coccoc.com/1000x750/poi/previews/20180905/26078-d94a608e4be442ebe0a0d25039adb7f9.jpg,,,,,,0,[]
"{""latitude"":12.998871,""longitude"":109.239483}",,4293198332600956,Bệnh viện đa khoa huyện Tây Hòa,,"Quốc lộ 29, X. Sơn Thành, H. Tây Hòa, T. Phú Yên",Sức khỏe,0,,//poipic6.coccoc.com/80x80/poi/previews/14.png,//poipic6.coccoc.com/1000x750/poi/previews/14.png,1,,,,,0,[]
"{""latitude"":14.81332111,""longitude"":108.955513}",,10676111041672579,Trung tâm y tế Đức Phổ,,"Trần Phú, Tt. Đức Phổ, H. Đức Phổ, T. Quảng Ngãi",Sức khỏe,0,,//poipic4.coccoc.com/80x80/poi/previews/20180904/26047-4d72144b492b29fe361000bfc9a59b31.jpg,//poipic5.coccoc.com/1000x750/poi/previews/20180904/26047-4d72144b492b29fe361000bfc9a59b31.jpg,,,,,,0,[]
"{""latitude"":14.81669426,""longitude"":108.96190643}",,9840616381518119,Bệnh viện đa khoa Đặng Thùy Trâm,,"112, Đoàn Nhật Nam, Tt. Đức Phổ, H. Đức Phổ, T. Quảng Ngãi",Sức khỏe,0,,//poipic.coccoc.com/80x80/poi/previews/20180831/26034-4136cf61a5b03d5d7e0fb2d93a755f55.jpg,//poipic1.coccoc.com/1000x750/poi/previews/20180831/26034-4136cf61a5b03d5d7e0fb2d93a755f55.jpg,,,,,,0,[]
"{""latitude"":14.81729126,""longitude"":108.96011353}",,24986221661513091,Bệnh viện đa khoa Đặng Thùy Trâm,,"Khu phố 6, Đỗ Quang Thắng, Tt. Đức Phổ, H. Đức Phổ, T. Quảng Ngãi",Sức khỏe,0,,//poipic6.coccoc.com/80x80/poi/previews/20180904/26063-6bd97d39985e424a88ddc20f54395112.jpg,//poipic6.coccoc.com/1000x750/poi/previews/20180904/26063-6bd97d39985e424a88ddc20f54395112.jpg,,,,,,0,[]
"{""latitude"":14.82045078,""longitude"":108.96261597}",,5046724241518034,Phòng khám chuyên khoa mắt bác sĩ Tô Tấn Do,,"24, Trương Quang Trọng, Tt. Đức Phổ, H. Đức Phổ, T. Quảng Ngãi",Sức khỏe,5,,//poipic3.coccoc.com/80x80/poi/previews/20180904/26064-8de8197ed32ad11a15c2b961e368df0b.jpg,//poipic2.coccoc.com/1000x750/poi/previews/20180904/26064-8de8197ed32ad11a15c2b961e368df0b.jpg,,,,,,2,[]
"{""latitude"":13.022084,""longitude"":109.213501}",,23891487161559591,Bệnh viện đa khoa huyện Phú Hòa,,"Khu phố Định Thọ 1, Tt. Phú Hoà, H. Phú Hoà, T. Phú Yên",Sức khỏe,0,,//poipic6.coccoc.com/80x80/poi/previews/14.png,//poipic6.coccoc.com/1000x750/poi/previews/14.png,1,,,,,0,[]
"{""latitude"":14.85862255,""longitude"":108.87091064}",,31048773631671400,Nhà nghỉ Phương Uyên,,"Quốc lộ 24, Xã Phổ Phong, H. Đức Phổ, T. Quảng Ngãi",Khách sạn và chỗ ở,0,,//poipic2.coccoc.com/80x80/poi/previews/20180830/26014-5a70575201eba6add0c26cf57e8b6d04.jpg,//poipic4.coccoc.com/1000x750/poi/previews/20180830/26014-5a70575201eba6add0c26cf57e8b6d04.jpg,,,,,,0,[]
"{""latitude"":13.0487763889,""longitude"":109.310874444}",,3882847751225122,Trạm y tế,,"Lạc Long Quân, P. Phú Lâm, Thành phố Tuy Hòa, T. Phú Yên",Sức khỏe,0,,//poipic4.coccoc.com/80x80/poi/previews/20120802/p1_13438754422994538b16e8bd1f0a2c8f42a02b57f14536.jpg,//poipic3.coccoc.com/1000x750/poi/previews/20120802/p1_13438754422994538b16e8bd1f0a2c8f42a02b57f14536.jpg,,,,,,0,[]
"{""latitude"":13.0477116667,""longitude"":109.310656944}",,553956737225005,Bệnh viện đa khoa khu vực Phú Lâm,,"273, Nguyễn Văn Linh, P. Phú Lâm, Thành phố Tuy Hòa, T. Phú Yên",Sức khỏe,1,,//poipic6.coccoc.com/80x80/poi/previews/20120802/p1_134387538391927ea23c45e266763e2590b8080959dbf.jpg,//poipic4.coccoc.com/1000x750/poi/previews/20120802/p1_134387538391927ea23c45e266763e2590b8080959dbf.jpg,,(84-57) 3 559 828,,,,1,[]
"{""latitude"":13.0529719444,""longitude"":109.3145925}",,2453183623225219,Trung tâm y tế dự phòng Phú Yên,,"73, Lạc Long Quân, P. Phú Lâm, Thành phố Tuy Hòa, T. Phú Yên",Sức khỏe,0,,//poipic1.coccoc.com/80x80/poi/previews/20120802/p1_134387574545498d921ced31f6baadb43794aaaa3213e1.jpg,//poipic6.coccoc.com/1000x750/poi/previews/20120802/p1_134387574545498d921ced31f6baadb43794aaaa3213e1.jpg,,,,,,0,[]
