gps,is_promoted,hash,title,brand,address,category,rating,description,img,img_big,no_image,phone,email,facebook,url,count_reviews,photos
"{""latitude"":14.7369833,""longitude"":109.03105164}",,2561469731671820,Điểm bán vé xe Tiến Dũng,,"Quốc lộ 1A, Xã Phổ Khánh, H. Đức Phổ, T. Quảng Ngãi",Du lịch,0,,//poipic3.coccoc.com/80x80/poi/previews/20180830/26029-f1d2568240ddaf8c963c4c5daea52e0f.jpg,//poipic3.coccoc.com/1000x750/poi/previews/20180830/26029-f1d2568240ddaf8c963c4c5daea52e0f.jpg,,,,,,0,[]
"{""latitude"":12.9221688889,""longitude"":108.264224167}",,173992512620,Trường trung cấp nghề Vinasme Tây Nguyên,,"86, Hùng Vương, P. An Bình, Thị xã Buôn Hồ, T. Đắk Lắk",Giáo dục,0,,//poipic5.coccoc.com/80x80/poi/previews/20121112/p1_135268998341528a7dc00e10e22aa7cde6e9dfd8b7527f.jpg,//poipic1.coccoc.com/1000x750/poi/previews/20121112/p1_135268998341528a7dc00e10e22aa7cde6e9dfd8b7527f.jpg,,(84-500) 3 870 899,vinasmebuonho@gmail.com,,,0,[]
"{""latitude"":12.9235600125,""longitude"":108.092755079}",,18898411901370545,Trường Tiểu học Trần Cao Vân,,"Buôn Mlăng, Xã Ea Tar, H. Cư M'gar, T. Đắk Lắk",Giáo dục,0,,//poipic.coccoc.com/80x80/poi/previews/10.png,//poipic1.coccoc.com/1000x750/poi/previews/10.png,1,,,,,0,[]
"{""latitude"":12.9233822423,""longitude"":108.092229366}",,25721844361370510,Trường THCS Nguyễn Văn Bé,,"Xã Ea Tar, H. Cư M'gar, T. Đắk Lắk",Giáo dục,0,,//poipic.coccoc.com/80x80/poi/previews/10.png,//poipic1.coccoc.com/1000x750/poi/previews/10.png,1,,,,,0,[]
"{""latitude"":12.9231103582,""longitude"":108.102035522}",,7554529701370532,Trường Tiểu học Nguyễn Đức Cảnh,,"Thôn 3, Xã Ea Tar, H. Cư M'gar, T. Đắk Lắk",Giáo dục,0,,//poipic.coccoc.com/80x80/poi/previews/10.png,//poipic1.coccoc.com/1000x750/poi/previews/10.png,1,,,,,0,[]
"{""latitude"":12.9246449,""longitude"":109.242395}",,3959156064981471,Trường THCS Đồng Khởi,,"Mỹ Xuân 1, Xã Hòa Thịnh, H. Tây Hoà, T. Phú Yên",Giáo dục,0,,//poipic.coccoc.com/80x80/poi/previews/10.png,//poipic1.coccoc.com/1000x750/poi/previews/10.png,1,(84-57) 3 585 301,dongkhoi.pgdtayhoa@phuyen.edu.vn,,http://dongkhoi-tayhoa.phuyen.edu.vn/,0,[]
"{""latitude"":14.1356597,""longitude"":107.945146}",,37567124591370692,Trường THCS Hoà Phú,,"Thôn 3, Xã Hòa Phú, H. Chư Păh, T. Gia Lai",Giáo dục,0,,//poipic.coccoc.com/80x80/poi/previews/10.png,//poipic1.coccoc.com/1000x750/poi/previews/10.png,1,,,,,0,[]
"{""latitude"":12.9269585362,""longitude"":108.149521351}",,20592811211370549,Trường Tiểu học Võ Thị Sáu,,"Buôn Đrao, Xã Cư Dliê M'nông, H. Cư M'gar, T. Đắk Lắk",Giáo dục,0,,//poipic.coccoc.com/80x80/poi/previews/10.png,//poipic1.coccoc.com/1000x750/poi/previews/10.png,1,,,,,0,[]
"{""latitude"":14.74407768,""longitude"":109.02820587}",,12195098861671764,Trường tiểu học số 1 Phổ Khánh,,"Thôn Trung Sơn, Xã Phổ Khánh, H. Đức Phổ, T. Quảng Ngãi",Giáo dục,0,,//poipic1.coccoc.com/80x80/poi/previews/20180830/26029-1989386eeea8453086b82916862f2b28.jpg,//poipic4.coccoc.com/1000x750/poi/previews/20180830/26029-1989386eeea8453086b82916862f2b28.jpg,,,,,,0,[]
"{""latitude"":14.743333,""longitude"":109.029167}",,34023542551042634,Trường THPT số 2 Đức Phổ,,"Xã Phổ Khánh, H. Đức Phổ, T. Quảng Ngãi",Giáo dục,0,,//poipic.coccoc.com/80x80/poi/previews/10.png,//poipic1.coccoc.com/1000x750/poi/previews/10.png,1,,,,,0,[]
"{""latitude"":14.7425,""longitude"":109.029444}",,31475881091042631,Trường THCS Phổ Khánh,,"Xã Phổ Khánh, H. Đức Phổ, T. Quảng Ngãi",Giáo dục,0,,//poipic.coccoc.com/80x80/poi/previews/10.png,//poipic1.coccoc.com/1000x750/poi/previews/10.png,1,(84-55) 3 970 475,,,,0,[]
"{""latitude"":14.743611,""longitude"":109.0275}",,2649797951042613,Trường tiểu học Phổ Khánh 1,,"Xã Phổ Khánh, H. Đức Phổ, T. Quảng Ngãi",Giáo dục,0,,//poipic.coccoc.com/80x80/poi/previews/10.png,//poipic1.coccoc.com/1000x750/poi/previews/10.png,1,(84-55) 3 970 014,,,,0,[]
"{""latitude"":14.742862,""longitude"":108.665795}",,13652212581042749,﻿Trường THCS Ba Dinh - Ba Tô,,"H. Ba Tơ, T. Quảng Ngãi",Giáo dục,5,,//poipic.coccoc.com/80x80/poi/previews/10.png,//poipic1.coccoc.com/1000x750/poi/previews/10.png,1,,,,,1,[]
"{""latitude"":12.9288286111,""longitude"":108.280375833}",,3097390285512565,Trường tiểu học Nguyễn Trãi,,"Trần Hưng Đạo, P. An Lạc, Thị xã Buôn Hồ, T. Đắk Lắk",Giáo dục,0,,//poipic3.coccoc.com/80x80/poi/previews/20121112/p1_13526899828919240d7950d517f9bd11d8064f1d105b55.jpg,//poipic2.coccoc.com/1000x750/poi/previews/20121112/p1_13526899828919240d7950d517f9bd11d8064f1d105b55.jpg,,(84-500) 3 872 719,,,,0,[]
"{""latitude"":12.9290472222,""longitude"":108.280230278}",,2031137549512564,Trường mầm non Hoa Huệ,,"Trần Hưng Đạo, P. Đạt Hiếu, Thị xã Buôn Hồ, T. Đắk Lắk",Giáo dục,0,,//poipic5.coccoc.com/80x80/poi/previews/20121112/p1_1352689982887304f9c8c1cc6d1587c4bee40c0c385d2f.jpg,//poipic.coccoc.com/1000x750/poi/previews/20121112/p1_1352689982887304f9c8c1cc6d1587c4bee40c0c385d2f.jpg,,(84-500) 3 871 195,,,,0,[]
"{""latitude"":12.9276244444,""longitude"":108.2791425}",,1420161618512545,Trung tâm thương mại và dịch vụ tin học ATC An Thịnh,,"205, Trần Hưng Đạo, P. An Lạc, Thị xã Buôn Hồ, T. Đắk Lắk",Giáo dục,0,,//poipic4.coccoc.com/80x80/poi/previews/20121112/p1_13526899825583c8c29c9eb2e3d4394fd60a420e461670.jpg,//poipic3.coccoc.com/1000x750/poi/previews/20121112/p1_13526899825583c8c29c9eb2e3d4394fd60a420e461670.jpg,,(84-500) 3 571 505,,,,0,[]
"{""latitude"":14.1402575,""longitude"":107.839461}",,8907658621370687,Trường THCS Ia Ka,,"Làng Yỗ 2, Xã Ia Ka, H. Chư Păh, T. Gia Lai",Giáo dục,0,,//poipic.coccoc.com/80x80/poi/previews/10.png,//poipic1.coccoc.com/1000x750/poi/previews/10.png,1,,,,,0,[]
"{""latitude"":14.74603271,""longitude"":109.02609253}",,13018020451672680,Trung tâm gia sư Danh Thắng,,"Thôn Trung Sơn, Xã Phổ Khánh, H. Đức Phổ, T. Quảng Ngãi",Giáo dục,0,,//poipic.coccoc.com/80x80/poi/previews/20180904/26082-8e4b8810ab1226aeed3ddfd91c059b67.jpg,//poipic1.coccoc.com/1000x750/poi/previews/20180904/26082-8e4b8810ab1226aeed3ddfd91c059b67.jpg,,,,,,0,[]
"{""latitude"":12.9325045,""longitude"":109.233245}",,4167733699981481,Trường Tiểu học Số 2 Hòa Thịnh,,"Mỹ Xuân 1, Xã Hòa Thịnh, H. Tây Hoà, T. Phú Yên",Giáo dục,0,,//poipic.coccoc.com/80x80/poi/previews/10.png,//poipic1.coccoc.com/1000x750/poi/previews/10.png,1,(84-57) 3 585 061,so2hoathinh.pgdtayhoa@phuyen.edu.vn,,http://so2hoathinh-tayhoa.phuyen.edu.vn/,0,[]
"{""latitude"":14.1403316,""longitude"":108.135883}",,2194701031371349,Trường tiểu học Đak Krong,,"Xã Đăk Krong, H. Đăk Đoa, T. Gia Lai",Giáo dục,0,,//poipic.coccoc.com/80x80/poi/previews/10.png,//poipic1.coccoc.com/1000x750/poi/previews/10.png,1,,,,,0,[]
"{""latitude"":14.1396148,""longitude"":108.139092}",,462064931371330,Trường THCS Nguyễn Văn Linh,,"Xã Đăk Krong, H. Đăk Đoa, T. Gia Lai",Giáo dục,0,,//poipic.coccoc.com/80x80/poi/previews/10.png,//poipic1.coccoc.com/1000x750/poi/previews/10.png,1,,,,,0,[]
"{""latitude"":12.9311463889,""longitude"":108.262307222}",,733712393512681,Chùa Đạt Hiếu,,"Quốc lộ 14, P. Đạt Hiếu, Thị xã Buôn Hồ, T. Đắk Lắk",Thắng cảnh,0,,//poipic.coccoc.com/80x80/poi/previews/20121112/p1_135268998392482378b03b0069d7a3670351ce1301c1ee.jpg,//poipic.coccoc.com/1000x750/poi/previews/20121112/p1_135268998392482378b03b0069d7a3670351ce1301c1ee.jpg,,,,,,0,[]
"{""latitude"":14.748639,""longitude"":108.679676}",,34054358771042759,Trường tiểu học Ba Dinh,,"Xã Ba Dinh, H. Ba Tơ, T. Quảng Ngãi",Giáo dục,0,,//poipic.coccoc.com/80x80/poi/previews/10.png,//poipic1.coccoc.com/1000x750/poi/previews/10.png,1,(84-55) 3 891 651,,,,0,[]
"{""latitude"":13.5397566,""longitude"":109.27716}",,275405570600140,Lăng Hòa Lợi,,"Làng Hòa Lợi, Xã Xuân Cảnh, Thị xã Sông Cầu, T. Phú Yên",Du lịch,0,,//poipic5.coccoc.com/80x80/poi/previews/20130726/p1_137480734089693e7cfa479f292ae5a7ac081191a03cd8.jpg,//poipic4.coccoc.com/1000x750/poi/previews/20130726/p1_137480734089693e7cfa479f292ae5a7ac081191a03cd8.jpg,,,,,,0,[]
"{""latitude"":14.748044,""longitude"":108.883248}",,20957672531042768,Trường tiểu học Ba Khâm,,"Xã Ba Khâm, H. Ba Tơ, T. Quảng Ngãi",Giáo dục,0,,//poipic.coccoc.com/80x80/poi/previews/10.png,//poipic1.coccoc.com/1000x750/poi/previews/10.png,1,(84-55) 3 988 127,,,,0,[]
"{""latitude"":13.541899,""longitude"":107.763622}",,23647567531370148,Trường THCS Dân tộc nội trú Huyện Chư Prông,,"Nguyễn Trãi, Tt. Chư Prông, H. Chư Prông, T. Gia Lai",Giáo dục,0,,//poipic.coccoc.com/80x80/poi/previews/10.png,//poipic1.coccoc.com/1000x750/poi/previews/10.png,1,(84-59) 3 843 149,,,,0,[]
"{""latitude"":13.541891,""longitude"":107.763625}",,9713350061370139,Trường Tiểu học Hùng Vương,,"Hùng Vương, Tt. Chư Prông, H. Chư Prông, T. Gia Lai",Giáo dục,0,,//poipic.coccoc.com/80x80/poi/previews/10.png,//poipic1.coccoc.com/1000x750/poi/previews/10.png,1,(84-59) 3 843 046,,,,0,[]
"{""latitude"":13.54185,""longitude"":107.763781}",,36790758021370133,Trường THCS Nguyễn Chí Thanh,,"Xã Ia Bang, H. Chư Prông, T. Gia Lai",Giáo dục,0,,//poipic.coccoc.com/80x80/poi/previews/10.png,//poipic1.coccoc.com/1000x750/poi/previews/10.png,1,(84-59) 3 847 222,,,,0,[]
"{""latitude"":13.544536,""longitude"":109.077034}",,35711758491043995,Trường tiểu học Đa Lộc,,"Xã Đa Lộc, H. Đồng Xuân, T. Phú Yên",Giáo dục,0,,//poipic.coccoc.com/80x80/poi/previews/10.png,//poipic1.coccoc.com/1000x750/poi/previews/10.png,1,(84-57) 3 678 406,daloc.th.pgddtdongxuan@phuyen.edu.vn,,,0,[]
"{""latitude"":12.935969,""longitude"":108.889727}",,20450369681096371,Trường Tiểu học Ea Trol,,"Buôn Thu, Xã EaTrol, H. Sông Hinh, T. Phú Yên",Giáo dục,0,,//poipic.coccoc.com/80x80/poi/previews/10.png,//poipic1.coccoc.com/1000x750/poi/previews/10.png,1,,,,,0,[]
"{""latitude"":14.1482403,""longitude"":108.125171}",,18363668231370685,Trường THCS Ia Phí,,"Làng Yut, Xã Ia Phí, H. Chư Păh, T. Gia Lai",Giáo dục,0,,//poipic.coccoc.com/80x80/poi/previews/10.png,//poipic1.coccoc.com/1000x750/poi/previews/10.png,1,,,,,0,[]
"{""latitude"":12.9408031207,""longitude"":108.02167654}",,32294675561370541,Trường Tiểu học Phan Đăng Lưu,,"Xã Ea Kiết, H. Cư M'gar, T. Đắk Lắk",Giáo dục,0,,//poipic.coccoc.com/80x80/poi/previews/10.png,//poipic1.coccoc.com/1000x750/poi/previews/10.png,1,,,,,0,[]
"{""latitude"":12.938934,""longitude"":109.188134}",,4222198512981474,Trương tiểu học Số 2 Hòa Mỹ Tây,,"Thạnh Phú, Xã Hòa Mỹ Tây, H. Tây Hoà, T. Phú Yên",Giáo dục,0,,//poipic.coccoc.com/80x80/poi/previews/10.png,//poipic1.coccoc.com/1000x750/poi/previews/10.png,1,(84-57) 3 589 151,so2hoamytay.pgdtayhoa@phuyen.edu.vn,,http://so2hoamytay-tayhoa.phuyen.edu.vn/,0,[]
"{""latitude"":12.33789,""longitude"":109.198506}",,163089335599476,Nhà thờ Lương Sơn,,"Xã Vĩnh Lương, Thành phố Nha Trang, T. Khánh Hòa",Thắng cảnh,5,,//poipic5.coccoc.com/80x80/poi/previews/22.png,//poipic6.coccoc.com/1000x750/poi/previews/22.png,1,,,,,1,[]
"{""latitude"":12.9422251795,""longitude"":108.107378483}",,37766713741370559,Trường Tiểu học - THCS Đinh Núp,,"Buôn Tơng, Xã Ea Tar, H. Cư M'gar, T. Đắk Lắk",Giáo dục,0,,//poipic.coccoc.com/80x80/poi/previews/10.png,//poipic1.coccoc.com/1000x750/poi/previews/10.png,1,,,,,0,[]
"{""latitude"":12.943174,""longitude"":109.194633}",,1499837580981466,Trường THCS Tây Sơn,,"Quảng Mỹ, Xã Hòa Mỹ Tây, H. Tây Hoà, T. Phú Yên",Giáo dục,0,,//poipic.coccoc.com/80x80/poi/previews/10.png,//poipic1.coccoc.com/1000x750/poi/previews/10.png,1,(84-57) 3 589 154,nkhuy.ts.pgdtayhoa@phuyen.edu.vn,,http://tayson-tayhoa.phuyen.edu.vn/,0,[]
"{""latitude"":13.547802,""longitude"":108.104126}",,28371627271370176,Trường THPT Nguyễn Thái Học,,"Tt. Nhơn Hòa, H. Chư Pưh, T. Gia Lai",Giáo dục,0,,//poipic.coccoc.com/80x80/poi/previews/10.png,//poipic1.coccoc.com/1000x750/poi/previews/10.png,1,(84-59) 3 850 300,,,,0,[]
"{""latitude"":12.9448313949,""longitude"":108.018345237}",,32796817551370501,Trường THCS Hoàng Văn Thụ,,"Thôn 5, Xã Ea Kiết, H. Cư M'gar, T. Đắk Lắk",Giáo dục,0,,//poipic.coccoc.com/80x80/poi/previews/10.png,//poipic1.coccoc.com/1000x750/poi/previews/10.png,1,,,,,0,[]
"{""latitude"":12.9449856,""longitude"":109.033883}",,1054811708600149,Suối nước khoáng Lạc Sanh,,"Thôn Lạc Đạo, Xã Sơn Thành Tây, H. Tây Hoà, T. Phú Yên",Du lịch,0,,//poipic.coccoc.com/80x80/poi/previews/20130726/p1_137480777981689aa7d24d88563f979b7c9118dc713c8e.jpg,//poipic4.coccoc.com/1000x750/poi/previews/20130726/p1_137480777981689aa7d24d88563f979b7c9118dc713c8e.jpg,,,,,,0,[]
"{""latitude"":14.7602156,""longitude"":108.7320274}",,32955489261042773,Trường THCS thị trấn Ba Tơ,,"Xã Ba Tô, H. Ba Tơ, T. Quảng Ngãi",Giáo dục,0,,//poipic.coccoc.com/80x80/poi/previews/10.png,//poipic1.coccoc.com/1000x750/poi/previews/10.png,1,,,,,0,[]
"{""latitude"":14.759722,""longitude"":108.734167}",,986179181042772,Trường THCS dân tộc nội trú Ba Tơ,,"Xã Ba Tô, H. Ba Tơ, T. Quảng Ngãi",Giáo dục,0,,//poipic.coccoc.com/80x80/poi/previews/10.png,//poipic1.coccoc.com/1000x750/poi/previews/10.png,1,(84-55) 3 863 480,,,,0,[]
"{""latitude"":14.760278,""longitude"":108.733333}",,15694858231042770,Trường THPT Ba Tơ,,"5, Đường 30/10, Tt. Ba Tơ, H. Ba Tơ, T. Quảng Ngãi",Giáo dục,0,,//poipic.coccoc.com/80x80/poi/previews/10.png,//poipic1.coccoc.com/1000x750/poi/previews/10.png,1,(84-55) 3 863 244,c3bato@quangngai.edu.vn,,,0,[]
"{""latitude"":14.760788,""longitude"":108.732679}",,33245920161042760,Trường tiểu học thị trấn Ba Tơ,,"Xã Ba Tô, H. Ba Tơ, T. Quảng Ngãi",Giáo dục,0,,//poipic.coccoc.com/80x80/poi/previews/10.png,//poipic1.coccoc.com/1000x750/poi/previews/10.png,1,(84-55) 3 863 374,,,,0,[]
"{""latitude"":12.9453581,""longitude"":109.241203}",,971263491981480,Trường Tiểu Học Số 1 Hòa Thịnh,,"Phú Hữu, Xã Hòa Thịnh, H. Tây Hoà, T. Phú Yên",Giáo dục,0,,//poipic.coccoc.com/80x80/poi/previews/10.png,//poipic1.coccoc.com/1000x750/poi/previews/10.png,1,(84-57) 6 511 819,so1hoathinh.pgdtayhoa@phuyen.edu.vn,,,0,[]
"{""latitude"":14.758538,""longitude"":108.545992}",,240268501042754,Trường tiểu học Ba Tiêu,,"Xã Ba Tiêu, H. Ba Tơ, T. Quảng Ngãi",Giáo dục,0,,//poipic.coccoc.com/80x80/poi/previews/10.png,//poipic1.coccoc.com/1000x750/poi/previews/10.png,1,(84-55) 3 890 358,,,,0,[]
"{""latitude"":14.157978,""longitude"":109.119306}",,603014866559155,Trường THPT An Lương,,"Xã Mỹ Chánh, H. Phù Mỹ, T. Bình Định",Giáo dục,5,,//poipic.coccoc.com/80x80/poi/previews/10.png,//poipic1.coccoc.com/1000x750/poi/previews/10.png,1,(84-56) 3 859 286,,,,2,[]
"{""latitude"":14.759722,""longitude"":108.995}",,38838310561042615,Trường tiểu học Phổ Cường 1,,"Xã Phổ Cường, H. Đức Phổ, T. Quảng Ngãi",Giáo dục,0,,//poipic.coccoc.com/80x80/poi/previews/10.png,//poipic1.coccoc.com/1000x750/poi/previews/10.png,1,(84-55) 3 970 171,,,,0,[]
"{""latitude"":14.759167,""longitude"":108.995}",,25362985351042598,Trường THCS Phổ Cường,,"Xã Phổ Cường, H. Đức Phổ, T. Quảng Ngãi",Giáo dục,0,,//poipic.coccoc.com/80x80/poi/previews/10.png,//poipic1.coccoc.com/1000x750/poi/previews/10.png,1,(84-55) 3 970 121,,,,0,[]
"{""latitude"":14.1595636,""longitude"":107.860381}",,15830791351370703,Trường THPT Ya Ly,,"Thôn Ya Ly, Xã Ia Mơ Nông, H. Chư Păh, T. Gia Lai",Giáo dục,0,,//poipic.coccoc.com/80x80/poi/previews/10.png,//poipic1.coccoc.com/1000x750/poi/previews/10.png,1,,,,,0,[]
"{""latitude"":13.558971,""longitude"":107.834665}",,5208575591370147,Trường THCS Ngô Quyền,,"Làng Tu, Xã Ia Ga, H. Chư Prông, T. Gia Lai",Giáo dục,0,,//poipic.coccoc.com/80x80/poi/previews/10.png,//poipic1.coccoc.com/1000x750/poi/previews/10.png,1,(84-59) 3 890 749,,,,0,[]
"{""latitude"":12.951657,""longitude"":108.341187}",,3936916082584758,Phòng giáo dục & đào Tạo huyện Krông Năng,,"Tt. Krông Năng, H. Krông Năng, T. Đắk Lắk",Giáo dục,0,,//poipic.coccoc.com/80x80/poi/previews/10.png,//poipic1.coccoc.com/1000x750/poi/previews/10.png,1,(84-500) 3 675 152,info@krongnang.edu.vn,,http://krongnang.edu.vn/,0,[]
"{""latitude"":12.949999,""longitude"":108.342764}",,3769761973584754,Trường THPT Phan Bội Châu,,"Hùng Vương, Tt. Krông Năng, H. Krông Năng, T. Đắk Lắk",Giáo dục,0,,//poipic.coccoc.com/80x80/poi/previews/10.png,//poipic1.coccoc.com/1000x750/poi/previews/10.png,1,(84-500) 3 675 124,phanboichaudaklak@yahoo.com.vn,,http://thpt-phanboichau-daklak.edu.vn/,0,[]
"{""latitude"":12.950025,""longitude"":108.342748}",,557637493584755,Trường THCS Nguyễn Tất Thành,,"H. Krông Năng, T. Đắk Lắk",Giáo dục,0,,//poipic.coccoc.com/80x80/poi/previews/10.png,//poipic1.coccoc.com/1000x750/poi/previews/10.png,1,,,,,0,[]
