gps,is_promoted,hash,title,brand,address,category,rating,description,img,img_big,no_image,phone,email,facebook,url,count_reviews,photos
"{""latitude"":9.90887444444,""longitude"":106.344426111}",,2002677651432718,Quán ăn gia đình Đồng Khởi,,"Đồng Khởi, P. 9, Thành phố Trà Vinh, T. Trà Vinh",Nhà hàng,0,,//poipic4.coccoc.com/80x80/poi/previews/20120928/p1_13488046239234dc4aabedfe713c985db19e632d40a0e8.jpg,//poipic1.coccoc.com/1000x750/poi/previews/20120928/p1_13488046239234dc4aabedfe713c985db19e632d40a0e8.jpg,,(84-74) 3 740 840,,,,0,[]
"{""latitude"":9.91118555556,""longitude"":106.315740556}",,2684871006439474,Cafe Nhật Linh,,"Khóm 7, Lê Hồng Phong, P. 8, Thành phố Trà Vinh, T. Trà Vinh",Café,0,,//poipic4.coccoc.com/80x80/poi/previews/20121001/p1_134906160386832181e0de884d975c5ed69acfbb664350.jpg,//poipic4.coccoc.com/1000x750/poi/previews/20121001/p1_134906160386832181e0de884d975c5ed69acfbb664350.jpg,,,,,,0,[]
"{""latitude"":9.91024805556,""longitude"":106.344334722}",,3067129939432719,Cafe Việt Đức Triệu,,"Đồng Khởi, P. 9, Thành phố Trà Vinh, T. Trà Vinh",Café,0,,//poipic1.coccoc.com/80x80/poi/previews/20120928/p1_13488046239287c10a826befcadac6a79f932675a85433.jpg,//poipic2.coccoc.com/1000x750/poi/previews/20120928/p1_13488046239287c10a826befcadac6a79f932675a85433.jpg,,(84-91) 6 343 231,,,,0,[]
"{""latitude"":9.91948222222,""longitude"":106.322138889}",,863667754439374,"Cafe, giải khát Hồng Hà",,"Nguyễn Thị Minh Khai, P. 7, Thành phố Trà Vinh, T. Trà Vinh",Café,0,,//poipic1.coccoc.com/80x80/poi/previews/20121001/p1_13490616019322e6426d04979eb2f8c542a17b0e01972f.jpg,//poipic6.coccoc.com/1000x750/poi/previews/20121001/p1_13490616019322e6426d04979eb2f8c542a17b0e01972f.jpg,,,,,,0,[]
"{""latitude"":9.919789314,""longitude"":106.3224564}",,1777739383560094,T.piaggio Cafe,,"Nguyễn Thị Minh Khai, P. 7, Thành phố Trà Vinh, T. Trà Vinh",Café,0,,//poipic2.coccoc.com/80x80/poi/previews/5.png,//poipic4.coccoc.com/1000x750/poi/previews/5.png,1,,,,,0,[]
"{""latitude"":9.92127833333,""longitude"":106.32434}",,1766921605439365,Cafe Hoa Kiểng,,"Nguyễn Thị Minh Khai, P. 7, Thành phố Trà Vinh, T. Trà Vinh",Café,4,,//poipic.coccoc.com/80x80/poi/previews/20121001/p1_13490616018114e40d1281b22fc0c384a31c49a62f5fbb.jpg,//poipic6.coccoc.com/1000x750/poi/previews/20121001/p1_13490616018114e40d1281b22fc0c384a31c49a62f5fbb.jpg,,(84-74) 3 500 074,,,,1,[]
"{""latitude"":9.921855,""longitude"":106.324995}",,3649594887439361,Cafe Rita Art,,"Nguyễn Thị Minh Khai, P. 7, Thành phố Trà Vinh, T. Trà Vinh",Café,0,,//poipic1.coccoc.com/80x80/poi/previews/20121001/p1_134906160175960bffdb0b6c4b55ec00df379faba48ba0.jpg,//poipic3.coccoc.com/1000x750/poi/previews/20121001/p1_134906160175960bffdb0b6c4b55ec00df379faba48ba0.jpg,,,,,,0,[]
"{""latitude"":9.922565,""longitude"":106.325910278}",,3579546226439358,Cafe Dạ Ngọc,,"Khóm 9, Nguyễn Thị Minh Khai, P. 7, Thành phố Trà Vinh, T. Trà Vinh",Café,0,,//poipic3.coccoc.com/80x80/poi/previews/20121001/p1_134906160173198d3d924115e488b00c70a9eb955d01b8.jpg,//poipic1.coccoc.com/1000x750/poi/previews/20121001/p1_134906160173198d3d924115e488b00c70a9eb955d01b8.jpg,,(84-74) 3 848 998,,,,0,[]
"{""latitude"":9.922576,""longitude"":106.325557}",,2826500535560095,Time Garden coffee,,"Nguyễn Thị Minh Khai, P. 7, Thành phố Trà Vinh, T. Trà Vinh",Café,0,,//poipic2.coccoc.com/80x80/poi/previews/5.png,//poipic4.coccoc.com/1000x750/poi/previews/5.png,1,,,,,0,[]
"{""latitude"":9.92414277778,""longitude"":106.351213889}",,841164357432122,Nhà hàng Hương Rừng,,"Tránh Quốc Lộ 53, P. 5, Thành phố Trà Vinh, T. Trà Vinh",Nhà hàng,0,,//poipic.coccoc.com/80x80/poi/previews/20120928/p1_13488015023576b0615bc318d549fac6b87e2f47893f88.jpg,//poipic6.coccoc.com/1000x750/poi/previews/20120928/p1_13488015023576b0615bc318d549fac6b87e2f47893f88.jpg,,(84-97) 5 911 115,,,,0,[]
