gps,is_promoted,hash,title,brand,address,category,rating,description,img,img_big,no_image,phone,email,facebook,url,count_reviews,photos
"{""latitude"":9.63294955617,""longitude"":104.940476865}",,33420887221467958,Bida Tuấn Nguyễn,,"Tổ 5, khu phố 3, Tt. Thứ Mười Một, H. An Minh, T. Kiên Giang",Thể thao,0,,//poipic1.coccoc.com/80x80/poi/previews/16.png,//poipic.coccoc.com/1000x750/poi/previews/16.png,1,,,,,0,[]
"{""latitude"":9.633669,""longitude"":105.952921}",,1146392609558782,ATM Vietcombank,Vietcombank,"153, Quốc lộ 1A, Xã An Hiệp, H. Châu Thành, T. Sóc Trăng",Các cây ATM,0,,//poipic2.coccoc.com/80x80/poi/previews/20.png,//poipic2.coccoc.com/1000x750/poi/previews/20.png,1,1900 545 413,,http://facebook.com/Vietcombankvn,http://vietcombank.com.vn/,0,[]
"{""latitude"":9.63290271,""longitude"":106.49172}",,4090534180572488,ATM Agribank,Agribank,"P. 1, Thị xã Duyên Hải, T. Trà Vinh",Các cây ATM,0,,//poipic2.coccoc.com/80x80/poi/previews/20.png,//poipic2.coccoc.com/1000x750/poi/previews/20.png,1,(84-4) 38 313 717; 1900 558 818,,,http://agribank.com.vn/,0,[]
"{""latitude"":9.99654694444,""longitude"":105.085002778}",,816494100417086,Billiards máy lạnh Star,,"C10 lô 50-51, Đường 3/2, P. Vĩnh Lạc, Thành phố Rạch Giá, T. Kiên Giang",Thể thao,0,,//poipic.coccoc.com/80x80/poi/previews/20120924/p1_13484535399774107491a8b141388ca353e7c300726291.jpg,//poipic1.coccoc.com/1000x750/poi/previews/20120924/p1_13484535399774107491a8b141388ca353e7c300726291.jpg,,(84-77) 3 963 222,,,,0,[]
"{""latitude"":9.99725472222,""longitude"":105.084680278}",,2289814609416897,Quán billard 457,,"218, Đường 3/2, P. Vĩnh Lạc, Thành phố Rạch Giá, T. Kiên Giang",Thể thao,0,,//poipic4.coccoc.com/80x80/poi/previews/20120924/p1_134845350157373313d61929bc3fc9119e9820bacb8dc8.jpg,//poipic5.coccoc.com/1000x750/poi/previews/20120924/p1_134845350157373313d61929bc3fc9119e9820bacb8dc8.jpg,,(84-91) 7 607 919,,,,0,[]
"{""latitude"":9.99665833333,""longitude"":105.091689444}",,28564990981301137,Thẩm mỹ viện Ngọc Hường,,"57-58, Lạc Hồng, P. Vĩnh Lạc, Thành phố Rạch Giá, T. Kiên Giang",Làm đẹp,0,,//poipic6.coccoc.com/80x80/poi/previews/15.png,//poipic6.coccoc.com/1000x750/poi/previews/15.png,1,(84-77) 3 92 9 739,,http://facebook.com/ngochuonghcm,http://myvienngochuong.com/,0,[]
"{""latitude"":9.996455,""longitude"":105.091298611}",,3903974762417555,"Massage foot, body nam nữ",,"43, Lạc Hồng, P. Vĩnh Lạc, Thành phố Rạch Giá, T. Kiên Giang",Làm đẹp,0,,//poipic6.coccoc.com/80x80/poi/previews/20120924/p1_134845470872238b112a2d65574664e992de7c9e5582fb.jpg,//poipic1.coccoc.com/1000x750/poi/previews/20120924/p1_134845470872238b112a2d65574664e992de7c9e5582fb.jpg,,,,,,0,[]
"{""latitude"":9.99637388889,""longitude"":105.092885278}",,3095456770417548,Phòng giao dịch Rạch Giá -  Ngân hàng Sacombank,Sacombank,"361-363, Nguyễn Trung Trực, P. Vĩnh Lạc, Thành phố Rạch Giá, T. Kiên Giang",Tài chính,0,,//poipic.coccoc.com/80x80/poi/previews/20120924/p1_134845470868739bb36e9d92a4fcf1b47520890634ebce.jpg,//poipic2.coccoc.com/1000x750/poi/previews/20120924/p1_134845470868739bb36e9d92a4fcf1b47520890634ebce.jpg,,(84-77) 3 690 776; (84-77) 3 690 778,,http://facebook.com/SacombankHome,http://sacombank.com.vn/,0,[]
"{""latitude"":9.63364,""longitude"":106.302335}",,293585312572482,Phòng giao dịch Đại An - Ngân hàng Agribank,Agribank,"Xã Đại An, H. Trà Cú, T. Trà Vinh",Tài chính,0,,//poipic.coccoc.com/80x80/poi/previews/17.png,//poipic5.coccoc.com/1000x750/poi/previews/17.png,1,(84-74) 3 858 006,,,http://agribank.com.vn/,0,[]
"{""latitude"":9.634856,""longitude"":106.499508}",,2875691335556222,ATM MHB,MHB,"Khóm 1, Đường 3/2, P. 1, Thị xã Duyên Hải, T. Trà Vinh",Các cây ATM,0,,//poipic2.coccoc.com/80x80/poi/previews/20.png,//poipic2.coccoc.com/1000x750/poi/previews/20.png,1,1900 9247,,,,0,[]
