gps,is_promoted,hash,title,brand,address,category,rating,description,img,img_big,no_image,phone,email,facebook,url,count_reviews,photos
"{""latitude"":10.79671288,""longitude"":106.62078094}",,21492438271579102,GEM HELLO,,"97/25, Tân Quý, P. Tân Quý, Q. Tân Phú, Tp. Hồ Chí Minh",Giáo dục,0,,//poipic3.coccoc.com/80x80/poi/previews/20180221/21626-bb00f847958c363489423d9f7f7e8435.jpg,//poipic4.coccoc.com/1000x750/poi/previews/20180221/21626-bb00f847958c363489423d9f7f7e8435.jpg,,(84-93) 3 313 690; (84-94) 7 944 145,,http://facebook.com/Gemhello1890,,0,[]
"{""latitude"":10.79723358,""longitude"":106.62167358}",,34664319521579129,Trung tâm dạy Toán - Lý - Hóa - Văn - Anh,,"54A, Lê Đình Thám, P. Tân Quý, Q. Tân Phú, Tp. Hồ Chí Minh",Giáo dục,0,,//poipic2.coccoc.com/80x80/poi/previews/20180221/21626-e435e024246982cbcdd034a81e805d00.jpg,//poipic.coccoc.com/1000x750/poi/previews/20180221/21626-e435e024246982cbcdd034a81e805d00.jpg,,(84-28) 66 570 627; (84-93) 2 345 967,,,,0,[]
"{""latitude"":10.7973423,""longitude"":106.62374115}",,8275002101578510,Trung tâm luyện thi,,"78, Cầu Xéo, P. Tân Quý, Q. Tân Phú, Tp. Hồ Chí Minh",Giáo dục,0,,//poipic2.coccoc.com/80x80/poi/previews/20180212/21644-f94698202b252719abf86a9435cc84b9.jpg,//poipic.coccoc.com/1000x750/poi/previews/20180212/21644-f94698202b252719abf86a9435cc84b9.jpg,,(84-90) 8 161 645; (84-90) 2 976 940,,,,0,[]
"{""latitude"":10.79696274,""longitude"":106.62315369}",,32807890411404078,Lớp dạy đàn guitar Thầy Long,,"100, Lê Đình Thám, P. Tân Quý, Q. Tân Phú, Tp. Hồ Chí Minh",Giáo dục,0,,//poipic3.coccoc.com/80x80/poi/previews/20161228/14110-01f89555e9758c755a2652660f80dceb.jpg,//poipic4.coccoc.com/1000x750/poi/previews/20161228/14110-01f89555e9758c755a2652660f80dceb.jpg,,(84-93) 2 395 323,,,,0,[]
"{""latitude"":10.79625034,""longitude"":106.62802124}",,22012097301401657,Lớp dạy thêm,,"30/14, Gò Dầu, P. Tân Sơn Nhì, Q. Tân Phú, Tp. Hồ Chí Minh",Giáo dục,0,,//poipic4.coccoc.com/80x80/poi/previews/20161226/14053-ca94d557c2ed38738cad6fe9b5b75bc0.jpg,//poipic2.coccoc.com/1000x750/poi/previews/20161226/14053-ca94d557c2ed38738cad6fe9b5b75bc0.jpg,,,,,,0,[]
"{""latitude"":10.79703999,""longitude"":106.63262939}",,2320327176733520,Trường mầm non Misa,,"103/2, Nguyễn Thế Truyện, P. Tân Sơn Nhì, Q. Tân Phú, Tp. Hồ Chí Minh",Giáo dục,0,,//poipic3.coccoc.com/80x80/poi/previews/20181011/26833-fa91e061cd9ff575cf5d9016fe397e38.jpg,//poipic6.coccoc.com/1000x750/poi/previews/20181011/26833-fa91e061cd9ff575cf5d9016fe397e38.jpg,,,,,,0,[]
"{""latitude"":10.79621792,""longitude"":106.63275909}",,22987411881690211,Trung tâm Trí Việt,,"Diệp Minh Châu, P. Tân Sơn Nhì, Q. Tân Phú, Tp. Hồ Chí Minh",Giáo dục,0,,//poipic5.coccoc.com/80x80/poi/previews/20181015/26834-7c5d64648c52611033656594443179c5.jpg,//poipic.coccoc.com/1000x750/poi/previews/20181015/26834-7c5d64648c52611033656594443179c5.jpg,,,,,,0,[]
"{""latitude"":10.79643059,""longitude"":106.63233948}",,35828971471690002,Trung tâm âm nhạc BQMusic,,"64, Nguyễn Thế Truyện, P. Tân Sơn Nhì, Q. Tân Phú, Tp. Hồ Chí Minh",Giáo dục,0,,//poipic6.coccoc.com/80x80/poi/previews/20181015/26834-a889028c6a0f6ab8a73a969918301b47.jpg,//poipic6.coccoc.com/1000x750/poi/previews/20181015/26834-a889028c6a0f6ab8a73a969918301b47.jpg,,,,,,0,[]
"{""latitude"":10.79667282,""longitude"":106.63460541}",,226896859559615,Trung tâm gia sư Thiên Trí,,"55, Trần Tấn, P. Tân Sơn Nhì, Q. Tân Phú, Tp. Hồ Chí Minh",Giáo dục,0,,//poipic.coccoc.com/80x80/poi/previews/20181011/26833-e30739516249856efa0c9afcf164fe57.jpg,//poipic6.coccoc.com/1000x750/poi/previews/20181011/26833-e30739516249856efa0c9afcf164fe57.jpg,,(84-90) 9 993 241,,,,0,[]
"{""latitude"":10.79709816,""longitude"":106.63362885}",,18041359041688543,Trung tâm Trí Việt,,"121A, Nguyễn Thế Truyện, P. Tân Sơn Nhì, Q. Tân Phú, Tp. Hồ Chí Minh",Giáo dục,0,,//poipic6.coccoc.com/80x80/poi/previews/20181011/26833-9497cbb0cbac50ccf8b2766f535ca5d3.jpg,//poipic1.coccoc.com/1000x750/poi/previews/20181011/26833-9497cbb0cbac50ccf8b2766f535ca5d3.jpg,,,,,,0,[]
"{""latitude"":10.79714108,""longitude"":106.63407898}",,742340801401703,Trường trung học cở sở Trần Quang Khải - Cơ sở 2,,"123, Nguyễn Thế Truyện, P. Tân Sơn Nhì, Q. Tân Phú, Tp. Hồ Chí Minh",Giáo dục,0,,//poipic2.coccoc.com/80x80/poi/previews/20181011/26833-2523a7da66c97617ac9abe5e0a5acc00.jpg,//poipic2.coccoc.com/1000x750/poi/previews/20181011/26833-2523a7da66c97617ac9abe5e0a5acc00.jpg,,,,,,0,[]
"{""latitude"":10.79679298,""longitude"":106.64008331}",,3049086001593253,Genkids Education,,"62/1/67, Trương Công Định, P. 14, Q. Tân Bình, Tp. Hồ Chí Minh",Giáo dục,0,,//poipic5.coccoc.com/80x80/poi/previews/20180409/22907-8612ae323c26f9eb43a1097f8ede101f.jpg,//poipic3.coccoc.com/1000x750/poi/previews/20180409/22907-8612ae323c26f9eb43a1097f8ede101f.jpg,,(84-91) 9 602 603,,http://facebook.com/Genkids-Education-189716341755779,,0,[]
"{""latitude"":10.79721546,""longitude"":106.63959503}",,398413297925105,Dạy kèm Anh văn cho trẻ em,,"78/73, Ba Vân, P. 14, Q. Tân Bình, Tp. Hồ Chí Minh",Giáo dục,0,,//poipic2.coccoc.com/80x80/poi/previews/20180410/22919-4743e0e4cbee2b07b4b6276908ff3d63.jpg,//poipic4.coccoc.com/1000x750/poi/previews/20180410/22919-4743e0e4cbee2b07b4b6276908ff3d63.jpg,,,,,,0,[]
"{""latitude"":10.79651642,""longitude"":106.63935089}",,2245997483670341,Mầm non Tân Sơn Nhì,,"80/12, Ba Vân, P. 14, Q. Tân Bình, Tp. Hồ Chí Minh",Giáo dục,0,,//poipic.coccoc.com/80x80/poi/previews/20180409/22905-e1041089b8ccf74984d73f0384430646.jpg,//poipic3.coccoc.com/1000x750/poi/previews/20180409/22905-e1041089b8ccf74984d73f0384430646.jpg,,(84-93) 3 025 599,mamnontansonnhi@gmail.com,,,0,[]
"{""latitude"":10.79682159,""longitude"":106.6403656}",,15007269551593260,Cơ sở bồi dưỡng văn hóa Lạc Hồng,,"62/1/2H, Trương Công Định, P. 14, Q. Tân Bình, Tp. Hồ Chí Minh",Giáo dục,0,,//poipic2.coccoc.com/80x80/poi/previews/20180409/22907-618592d3c96dc809db3de9285881d870.jpg,//poipic4.coccoc.com/1000x750/poi/previews/20180409/22907-618592d3c96dc809db3de9285881d870.jpg,,(84-90) 8 908 814; (84-90) 2 429 399,,,,0,[]
"{""latitude"":10.79717064,""longitude"":106.63784027}",,32071344231060586,Trường mầm non 14,,"958, Âu Cơ, P. 14, Q. Tân Bình, Tp. Hồ Chí Minh",Giáo dục,0,,//poipic.coccoc.com/80x80/poi/previews/20180412/22931-e78b9ac2995aab0c21e9c689db61c8ab.jpg,//poipic6.coccoc.com/1000x750/poi/previews/20180412/22931-e78b9ac2995aab0c21e9c689db61c8ab.jpg,,,,,,0,[]
"{""latitude"":10.79596901,""longitude"":106.64317322}",,3663019421059657,Global art,,"81, Nguyễn Hồng Đào, P. 14, Q. Tân Bình, Tp. Hồ Chí Minh",Giáo dục,0,,//poipic6.coccoc.com/80x80/poi/previews/20180410/22911-6a5d7886401f737fb01b5b4295e80111.jpg,//poipic4.coccoc.com/1000x750/poi/previews/20180410/22911-6a5d7886401f737fb01b5b4295e80111.jpg,,(84-123)  9 998 881,nguyenhongdao@globalartvn.com,http://facebook.com/GAC.Nguyenhongdao,http://globalartvn.com/,0,[]
"{""latitude"":10.79659843,""longitude"":106.64097595}",,39401994841593666,Trường âm nhạc Thùy Dương,,"70A, Trương Công Định, P. 14, Q. Tân Bình, Tp. Hồ Chí Minh",Giáo dục,0,,//poipic2.coccoc.com/80x80/poi/previews/20180410/22907-70c55879dc119d0b4a37d4c206e9cb71.jpg,//poipic6.coccoc.com/1000x750/poi/previews/20180410/22907-70c55879dc119d0b4a37d4c206e9cb71.jpg,,(84-90) 8 810 579; (84-28) 66 797 485,,http://facebook.com/lopnhacthuyduong.vn,,0,[]
"{""latitude"":10.79656124,""longitude"":106.64096069}",,2224023977669777,Trường ngoại ngữ Việt - Hàn Kanata,,"72, Trương Công Định, P. 14, Q. Tân Bình, Tp. Hồ Chí Minh",Giáo dục,0,,//poipic4.coccoc.com/80x80/poi/previews/20180410/22907-16a4564ac45038c48c6269aa336d7748.jpg,//poipic5.coccoc.com/1000x750/poi/previews/20180410/22907-16a4564ac45038c48c6269aa336d7748.jpg,,(84-28) 39 491 403,,,http://kanata.com.vn/,0,[]
"{""latitude"":10.79722691,""longitude"":106.64283752}",,822992244742143,"Dịch vụ nhận dạy kèm anh văn, vật lý",,"371/36, Trường Chinh, Q. Tân Bình, Tp. Hồ Chí Minh",Giáo dục,0,,//poipic2.coccoc.com/80x80/poi/previews/20160314/10381-75f671a1fe200ddbea03953922bdcfe2.jpg,//poipic6.coccoc.com/1000x750/poi/previews/20160314/10381-75f671a1fe200ddbea03953922bdcfe2.jpg,,,,,,0,[]
