gps,is_promoted,hash,title,brand,address,category,rating,description,img,img_big,no_image,phone,email,facebook,url,count_reviews,photos
"{""latitude"":10.9252961111,""longitude"":106.880419167}",,3425876759170974,Motel Yến Hoa,,"252, Bùi Văn Hòa, P. An Bình, Thành phố Biên Hòa, T. Đồng Nai",Khách sạn và chỗ ở,0,,//poipic6.coccoc.com/80x80/poi/previews/20120720/p1_13427732446587863ec158c681e755b76307edad9f669a.jpg,//poipic6.coccoc.com/1000x750/poi/previews/20120720/p1_13427732446587863ec158c681e755b76307edad9f669a.jpg,,,,,,0,[]
"{""latitude"":10.3628566667,""longitude"":107.061668333}",,3709090103144132,Cụm biệt thự Tanimex - Cho thuê phòng,,"64-66, Trần Phú, P. 5, Thành phố Vũng Tàu, T. Bà Rịa - Vũng Tàu",Khách sạn và chỗ ở,0,,//poipic1.coccoc.com/80x80/poi/previews/20120717/p1_1342510749628355f07364e363c1f135c703b4b6d13382.jpg,//poipic1.coccoc.com/1000x750/poi/previews/20120717/p1_1342510749628355f07364e363c1f135c703b4b6d13382.jpg,,(84-64) 3 550 662; (84-98) 8 601 528,,,,0,[]
"{""latitude"":10.3615661111,""longitude"":107.061860833}",,311935626144129,Nhà nghỉ 54,,"54/1, Trần Phú, P. 5, Thành phố Vũng Tàu, T. Bà Rịa - Vũng Tàu",Khách sạn và chỗ ở,0,,//poipic1.coccoc.com/80x80/poi/previews/20120717/p1_134251074895691b48288cc751036741a4f4b43e19f997.jpg,//poipic4.coccoc.com/1000x750/poi/previews/20120717/p1_134251074895691b48288cc751036741a4f4b43e19f997.jpg,,,,,,0,[]
"{""latitude"":10.3616397222,""longitude"":107.061815278}",,3541638474144128,Nhà nghỉ Thắng Anh,,"54/1A, Trần Phú, P. 5, Thành phố Vũng Tàu, T. Bà Rịa - Vũng Tàu",Khách sạn và chỗ ở,0,,//poipic4.coccoc.com/80x80/poi/previews/20120717/p1_1342510748928919d614423640a0ed2637d55e2828f6ff.jpg,//poipic6.coccoc.com/1000x750/poi/previews/20120717/p1_1342510748928919d614423640a0ed2637d55e2828f6ff.jpg,,,,,,0,[]
"{""latitude"":10.362423,""longitude"":107.061437}",,694751829602219,Khách sạn Yacht Club,,"33, Trần Phú, P. 5, Thành phố Vũng Tàu, T. Bà Rịa - Vũng Tàu",Khách sạn và chỗ ở,0,,//poipic1.coccoc.com/80x80/poi/previews/6.png,//poipic5.coccoc.com/1000x750/poi/previews/6.png,1,,,,,0,[]
"{""latitude"":10.36064816,""longitude"":107.09559631}",,894951787859064,Motel Hoàng Hồng Anh,,"1/59A, Trần Bình Trọng, P. Nguyễn An Ninh, Thành phố Vũng Tàu, T. Bà Rịa - Vũng Tàu",Khách sạn và chỗ ở,5,,//poipic2.coccoc.com/80x80/poi/previews/20140715/2542-50ea9c2f9998a4294b751581154bfc61.jpg,//poipic1.coccoc.com/1000x750/poi/previews/20140715/2542-50ea9c2f9998a4294b751581154bfc61.jpg,,,,,,2,[]
"{""latitude"":10.36255741,""longitude"":107.09177399}",,2682581602859990,Nhà nghỉ Huyền Trân,,"165, Huyền Trân Công Chúa, P. 8, Thành phố Vũng Tàu, T. Bà Rịa - Vũng Tàu",Khách sạn và chỗ ở,0,,//poipic5.coccoc.com/80x80/poi/previews/20140716/2540-5312b472fdb8d38f1952d1119e71324f.jpg,//poipic6.coccoc.com/1000x750/poi/previews/20140716/2540-5312b472fdb8d38f1952d1119e71324f.jpg,,,,,,0,[]
"{""latitude"":10.36078072,""longitude"":107.09588623}",,1522829369859169,Nhà nghỉ Mimoza,,"556/8/36, Nguyễn An Ninh, P. Nguyễn An Ninh, Thành phố Vũng Tàu, T. Bà Rịa - Vũng Tàu",Khách sạn và chỗ ở,0,,//poipic4.coccoc.com/80x80/poi/previews/20140715/2542-198737605429929e88ad878fc6023664.jpg,//poipic6.coccoc.com/1000x750/poi/previews/20140715/2542-198737605429929e88ad878fc6023664.jpg,,,,,,0,[]
"{""latitude"":10.3607733333,""longitude"":107.095863611}",,594650943859142,Nhà nghỉ Họa Mi,,"556/8/39, Nguyễn An Ninh, P. 8, Thành phố Vũng Tàu, T. Bà Rịa - Vũng Tàu",Khách sạn và chỗ ở,0,,//poipic.coccoc.com/80x80/poi/previews/20140715/2542-f0ddd1d095729e3704d07e0e990a774b.jpg,//poipic4.coccoc.com/1000x750/poi/previews/20140715/2542-f0ddd1d095729e3704d07e0e990a774b.jpg,,,,,,0,[]
"{""latitude"":10.36081886,""longitude"":107.09575653}",,2892177979859047,Nhà nghỉ Hải Lam,,"1/65, Trần Bình Trọng, P. Nguyễn An Ninh, Thành phố Vũng Tàu, T. Bà Rịa - Vũng Tàu",Khách sạn và chỗ ở,0,,//poipic1.coccoc.com/80x80/poi/previews/20140715/2542-f8e2736e3796991aad71ccafb51e3fd0.jpg,//poipic3.coccoc.com/1000x750/poi/previews/20140715/2542-f8e2736e3796991aad71ccafb51e3fd0.jpg,,,,,,0,[]
